foodname_ESP,foodname_ENG,quantity,energy,fats,prot,carbs,water,fiber,m_unsat_fats,p_unsat_fats,sat_fats,palm_acid,calcium,iron,potassium,magnesium,sodium,phosphorus,iodide,selenium,zinc,A,D,E,B9,B3,B2,B1,B12,B6,C
"Patatas chips, ""lights""","Potato crips, low calorie",100,459.0,22.25,7.05,1.1,8.85,57.0991,8.1812,6.7495,6.3404,False,0.3333,0.0,1.77,41.0,5.0,0.14,0.19,0.0,0.53,14.0,36.0,1.8,1060.0,48.0,885.0,130.0,2.6,8.1,0.9
"Patatas, fritas, chips",Chips,100,538.0,34.9,6.5,1.7,4.0,49.5,11.08,14.52,7.7,True,0.0,0.0,4.0,43.0,4.0,0.1,0.17,0.0,0.7,10.0,37.0,2.0,1190.0,50.0,700.0,130.0,6.0,2.3,0.7
"Pate de higado de cerdo, 30% de grasa","Pork liver pate, fat 30%",100,339.0,29.5,14.0,51.5,0.0,5.0,12.41,3.59,10.48,True,8300.0,0.3,0.5,99.0,7.1,0.85,0.18,12.0,0.35,,23.0,5.5,173.0,12.0,738.0,220.0,6.3,41.6,2.3
Paté de pimienta,Pepper paté,100,290.0,28.0,11.9,48.8,0.0,11.3,12.84,3.02,10.48,True,5835.7,0.9,1.6,103.0,4.0,0.8,0.06,6.3,0.13,1.0,38.0,3.5,93.0,11.0,660.0,145.0,36.2,25.7,2.9
"Pato, entero, asado","Duck, whole, roasted",100,189.0,9.8413,25.0,64.2,0.0,0.0,5.4,1.2,2.7,False,23.0017,1.0,0.02,10.0,5.1,0.47,0.26,1.2,0.25,0.0,13.0,2.7,260.0,20.0,85.0,200.0,1.2,24.0,0.31
"Pato, entero, crudo","Duck, whole, raw",100,138.0,6.5,19.7,73.8,0.0,0.0,3.2,1.0,2.0,False,24.0,1.0,0.02,25.0,5.3,0.3,0.1,3.0,0.34,3.0,10.0,2.0,280.0,15.0,80.0,200.0,1.2,13.9,2.8
"Pavo, crudo","Turkey, raw",100,158.0,8.5,20.18,71.3,0.0,0.0,2.987,2.435,2.173,False,13.0,,,16.0,10.567,0.18,0.1,2.0,0.46,0.0,15.0,0.98,247.0,20.0,63.0,175.0,2.0,28.6,2.4
"Pavo, fiambre",Turkey luncheon meat,100,148.0,9.4,15.3,74.07,0.0,0.4,3.146,2.342,2.783,False,0.0,,,,,,,,,0.0,40.0,1.25,216.0,22.0,1004.0,266.0,2.0,,2.32
"Pavo, fiambre, bajo en grasa","Turkey luncheon meat, low fat",100,101.0,0.8,19.3,77.5,0.0,3.6,0.239,0.143,0.234,False,0.0,,,,,,,,,0.0,15.0,1.11,262.0,28.0,1180.0,276.0,2.0,,1.0
"Pavo, muslo, con piel, crudo","Turkey, leg, with skin, raw",100,151.0,8.3598,18.9,71.5,0.0,0.0,3.0,2.3,2.6,False,,,,10.0,2.9,0.2,0.07,0.38,0.32,0.0,13.0,1.5,201.0,27.0,71.0,211.0,2.0,26.5,1.6
"Pavo, pechuga, con piel, crudo","turkey, breast, with skin, raw",100,107.0,0.99,24.12,74.9,0.0,,0.223,0.235,0.358,False,2.0,,0.0,7.0,11.567,0.081,0.047,0.52,0.46,0.0,8.0,1.0,333.0,20.0,46.0,210.0,2.0,22.4,1.8
"Pavo, pechuga, sin piel, a la plancha","Turkey, breast, without skin, grilled",100,145.0,2.6455,29.9,66.9,0.0,0.0,0.6,0.9,1.0,False,0.0017,0.0,0.2,8.0,6.8,0.13,0.06,0.37,0.54,0.0,11.0,1.4,267.0,21.0,156.0,170.0,2.0,22.4,2.1
Pepinillos en vinagre,Pickled gherkin,100,16.0,0.1,1.04,91.7,1.2,2.6,0.002,0.04,0.03,False,13.0,0.0,0.16,6.0,0.2,0.022,0.003,0.0,0.38,1.0,30.0,1.6,110.0,11.0,960.0,30.0,0.0,0.0,0.3
Pepino,Cucumber,100,12.0,0.1,0.7,95.7,0.8,2.0,,,,False,2.0,0.0,0.09,13.0,0.23,0.02,0.02,0.0,0.04,5.0,19.0,0.3,150.0,12.0,3.0,23.0,0.3,0.8,0.1
Pera,Pear,100,45.0,,0.4,86.7,2.3,10.6,0.022,0.044,0.014,False,1.0,0.0,,11.0,0.2,0.03,0.03,0.0,0.02,3.0,12.0,0.2,130.0,7.0,2.0,17.5,2.0,,0.14
"Pera, enlatada en almíbar","Pear, canned, in syrup",100,62.0,0.2,0.2,83.3,1.7,14.5,0.02,0.023,0.007,False,1.7,0.0,0.2,2.0,0.2,0.02,0.01,0.0,0.02,1.0,6.0,0.3,66.0,4.0,5.0,7.0,,0.4,0.1
"Perca, al horno","Perch, baked",100,98.0,1.1,21.6,77.4,0.0,0.0,0.17,0.4,0.2,False,3.0017,0.01,0.01,3.0,0.01,0.12,0.06,0.01,0.01,0.0,60.0,1.1,290.0,32.0,73.0,227.0,18.0,16.1,0.3
"Perca, cruda","Perch, raw",100,90.0,1.6,18.6,79.8,0.0,0.0,0.63,0.43,0.24,False,7.0,8.0,1.25,9.0,1.74,0.11,0.11,1.0,0.23,0.8,20.0,0.3,330.0,20.0,47.0,198.0,18.0,43.3,0.48
Percebe, goose barnacle ,100,60.0,0.5,13.6,85.9,0.0,0.0,0.01,0.01,0.01,False,,,0.85,7.0,3.0,0.6,0.3,15.0,0.22,0.0,126.0,0.3,330.0,94.0,18.0,157.0,58.0,28.8,0.5
"Perdiz, cruda","Partridge, raw",100,112.0,2.32,22.37,75.3,0.0,0.0,0.595,0.55,0.77,False,73.0,0.0,0.01,8.0,11.95,0.175,0.135,0.43,0.67,6.1,15.0,4.0,281.0,31.0,47.0,179.0,2.0,16.6,0.1
"Perejil, fresco","parsley, fresh",100,35.0,1.3,3.0,88.0,5.0,2.7,,,,False,673.0,0.0,1.7,170.0,1.5,0.05,0.23,0.0,0.09,190.0,200.0,7.7,760.0,23.0,33.0,64.0,6.0,1.4,0.7
"Pescadilla, congelada, cruda","Whiting, frozen, raw",100,55.0,0.836,11.75,86.1,0.0,0.0,0.26,0.31,0.22,False,,,0.36,15.4,6.9,0.07,0.09,0.97,0.1,0.96,46.7,0.85,270.0,30.5,100.0,190.0,10.0,15.0,0.97
"Pescadilla, rebozada en harina, frita","Whiting, coated in batter, fried",100,177.0,10.2857,18.1,67.0,0.1,3.0,3.0,2.7,1.5,False,,,0.4,13.0,1.9,0.06,0.07,1.0,0.22,0.0,48.0,0.7,320.0,33.0,130.0,260.0,10.0,15.0,0.38
"Pescado, genérico",Fish,100,96.0,1.6,20.1,74.43,0.0,0.0,0.71,1.27,3.69,False,22.75,7.73,0.918,11.67,7.88,0.16,0.092,2.58,0.57,0.0,23.2,0.8,322.2,28.2,85.8,220.4,40.4,24.7,0.5
"Petit líquido, sabor fresa","Petit type cheese, liquid, strawberry flavour",100,79.0,1.0,2.8,81.6,0.1,14.5,0.3,0.0,0.6,True,9.9,0.0,0.0,1.7,0.1,0.17,0.03,0.17,0.02,0.2,102.0,0.1,126.0,10.0,41.0,80.0,8.0,0.4,0.3
"Petit suïsse, cereales y fruta","Petit-suisse type cheese, with cereal and fruit",100,166.0,7.8,7.2,68.4,0.07,16.5,1.03,0.1,2.27,True,64.2,0.18,0.12,4.0,0.1,0.14,0.03,0.3,0.05,,96.0,0.2,120.0,13.0,40.0,175.0,8.0,0.4,0.3
"Petit suisse, chocolate","Petit-suisse type cheese, chocolate flavour",100,175.0,6.4,4.3,64.6,0.0,24.7,1.14,0.12,2.54,True,40.5,0.3,0.1,3.0,0.2,0.14,0.04,0.3,0.57,0.0,96.0,0.2,117.0,15.0,38.0,77.0,8.0,0.4,0.3
"Petit suisse, fresa","Petit-suisse type cheese, strawberry flavour",100,128.0,3.5,7.0,72.7,0.1,16.7,1.14,0.12,2.54,True,29.2,0.09,0.1,4.5,0.2,,0.04,0.2,0.04,0.0,120.0,0.1,109.0,13.0,35.0,81.0,8.0,0.4,0.2
"Petit Suisse, natural azucarado","Petit-suisse type cheese, plain, with sugar",100,122.0,3.75,7.3333,72.4333,0.0,14.3667,1.14,0.12,2.54,True,31.0,0.1,0.1,3.35,0.2,0.23,0.04,0.295,0.045,0.0,120.0,0.1,157.0,12.9,55.5,108.5,8.0,0.4,0.4
"Pez espada, crudo","Swordfish, raw",100,111.0,4.2,18.0,75.1,0.0,0.0,1.7794,1.0048,0.9479,False,40.0,7.2,1.0,2.0,9.0,0.135,0.105,4.0,0.465,,7.5,0.65,346.0,27.0,116.0,261.0,2.0,48.1,0.7
"Pez espada, emperador, plancha","Swordfish, griddle",100,148.0,8.71,16.01,73.98,0.02,1.28,4.14,1.3,1.57,False,43.0,0.0,0.24,2.0,8.45,0.05,0.05,4.67,0.48,0.2,20.02,0.91,332.94,54.5,95.81,475.57,0.56,0.0,0.4
"Pichón, sin piel, asado","Pigeon, part n/e, without skin, roasted",100,178.0,3.0,37.0,58.0,0.0,0.0,1.1,0.64,0.78,False,7.0017,0.2,,8.0,7.0,0.15,0.3,0.8,0.8,0.0,15.0,20.0,400.0,35.0,100.0,400.0,2.0,16.0,0.7
"Pijota, cruda","Young hake, raw",100,65.0,1.8,11.93,86.3,0.0,0.0,0.43,0.46,0.35,False,,,0.35,12.3,8.53,0.09,0.09,1.1,0.16,0.0,33.1,1.1,294.0,25.1,101.0,142.0,27.0,36.0,0.37
"Pimentón, en polvo","paprika, powder",100,331.0,13.0,14.8,11.24,20.0,38.0,1.695,7.766,2.14,False,6042.0,0.0,9.0,0.0,18.4,1.74,0.65,0.0,2.141,0.0,180.0,23.6,2340.0,190.0,34.0,350.0,,4.0,4.1
"Pimienta, blanca",white pepper,100,232.0,2.1,10.4,17.0,26.2,42.4,0.79,0.62,0.63,False,0.0,0.0,2.5,10.0,0.2,0.13,0.02,0.0,0.34,21.0,266.0,14.3,73.0,90.0,5.0,176.0,,3.0,1.1
"Pimienta, negra",Black pepper,100,230.0,3.3,11.0,18.0,26.5,38.3,1.01,1.13,0.98,False,19.0,0.0,1.03,10.0,1.1,0.24,0.11,0.0,0.34,21.0,437.0,28.9,1259.0,194.0,44.0,173.0,,3.0,1.42
"Pimiento morrón, en conserva","Sweet pepper, whole, canned",100,30.0,0.4,1.19,91.7,1.5,5.2,0.013,0.2,0.1,False,375.0,0.0,0.9,11.0,1.1,0.03,0.01,0.0,0.31,81.0,9.0,0.3,180.0,14.0,70.0,26.0,0.4,0.3,0.2
"Pimiento rojo, crudo","Red pepper, raw",100,29.0,0.6,1.3,92.2,1.8,4.5,0.04,0.26,0.14,False,90.0,0.0,0.86,23.0,0.1,0.01,0.04,0.0,0.3,152.0,9.0,0.4,155.0,8.0,6.0,15.0,0.78,0.1,0.1
"Pimiento, frito","Pepper, fried",100,20.0,0.2,0.88,93.8,1.4,3.63,0.01,0.1,0.04,False,59.06,0.0,0.78,16.25,0.77,0.03,0.04,0.0,0.19,88.43,11.76,0.49,205.8,13.23,3.92,24.5,,,0.2
Piña,Pineapple,100,49.0,,0.5,86.8,1.2,11.5,0.1,0.1,0.0,False,10.0,0.0,0.1,11.0,0.3,0.02,0.07,0.0,0.09,20.0,12.0,0.5,250.0,14.0,2.0,11.0,4.3,,0.15
Piña en almíbar,Syrup pineapple,100,65.0,0.11,0.375,83.3,0.82,15.4,0.013,0.04,0.009,False,2.0,0.0,0.06,3.0,0.437,0.01,0.07,0.0,0.07,7.5,9.3,0.31,100.0,9.6,1.4,5.6,,0.4,0.09
"Piña, enlatada en su jugo","Pineapple, canned, in juice",100,50.0,,0.3,86.8,0.8,11.8447,,,,False,2.0,0.0,0.05,1.0,0.2,0.01,0.09,0.0,0.09,11.0,8.0,0.5,71.0,13.0,1.0,5.0,,0.4,0.1
Piñon,Pine nut,100,683.0,62.61,14.0,11.5,1.9,4.0,16.34,27.29,9.88,True,1.6,0.0,13.7,58.0,6.9,0.19,0.73,0.0,0.11,,11.0,5.6,780.0,270.0,1.0,650.0,0.2,2.0,6.5
"Piñón, crudo, con cáscara","Pine nut, raw, in shell",100,682.0,68.6,14.0,2.74,8.5,3.9,19.9,41.2,4.6,True,1.67,0.0,13.65,58.0,6.767,0.19,0.73,0.0,0.11,2.0,11.0,5.6,780.0,270.0,1.0,650.0,0.2,2.0,6.5
Pipa de calabaza,Pumpkin seeds,100,603.0,47.33,30.23,5.23,6.0,10.71,12.11,20.69,8.84,True,0.4,0.0,2.18,0.0,11.4,0.153,0.273,0.0,0.143,1.9,46.0,8.82,809.0,592.0,7.0,1233.0,,9.4,7.81
Pipa de girasol,Sunflower seeds,100,574.0,43.0,27.0,7.3,2.7,20.0,13.7,21.52,5.63,True,3.0,0.0,37.8,238.0,9.1,0.19,1.6,0.0,0.77,0.0,110.0,6.4,710.0,390.0,3.0,651.0,,49.0,5.1
"Pipas de girasol, peladas, con sal","Sunflower seeds, peeled, with salt",100,627.0,56.8,17.25,0.9,11.5,12.8,10.841,37.469,5.953,True,0.0,0.0,37.8,238.0,8.181,0.285,0.325,0.0,0.805,1.4,57.0,6.81,491.0,129.0,613.0,1158.0,,62.2,5.3
Pistacho,Pistachio nut,100,594.0,49.2,17.6,8.6,6.5,15.7,26.35,15.63,6.21,True,25.0,0.0,5.2,58.0,1.45,0.2,0.69,0.0,1.27,0.0,180.0,7.2,811.0,122.0,16.0,390.0,,3.0,2.8
"Pizza, precocinada","Pizza, precooked",100,211.0,9.8,8.2,56.0,1.7,22.2,3.21,1.99,4.12,True,90.0,,0.54,24.0,1.4,0.23,0.25,0.3,0.11,3.0,118.0,1.3,201.0,19.0,520.0,179.0,7.1,4.6,0.9
Plátano,Banana,100,89.0,0.3,1.2,75.1,3.4,20.0,0.04,0.09,0.11,False,18.0,0.0,0.2,22.0,0.8,0.07,0.06,0.0,0.51,10.0,9.0,0.6,350.0,38.0,1.0,28.0,2.0,1.0,0.23
"Platija, al vapor","Wide-eyed flounder, steamed",100,102.0,2.7471,19.0,78.0,0.0,0.0,1.1538,0.3846,0.3846,False,,,0.4,11.0,3.2,0.15,0.3,2.0,0.5,0.0,35.0,0.6,250.0,20.0,100.0,250.0,22.7,27.3,0.4
"Platija, cruda","Wide-eyed flounder, raw",100,83.0,1.23,17.6075,81.2,0.0,0.0,0.1334,0.4346,0.2883,True,,,0.36,11.0,6.3,0.21,0.14,1.0,0.25,,27.0,0.4,300.0,23.0,92.0,190.0,28.0,36.0,0.5
"Pollo empanado, frito","Breaded chicken, fried",100,228.0,15.12,17.57,61.71,0.26,5.34,7.7,2.3,2.88,False,17.28,0.13,0.85,8.14,6.69,0.12,0.09,8.41,0.28,0.0,23.47,1.39,20.0,19.33,23.65,23.28,3.0,0.0,1.22
"Pollo, ala, con piel, cruda","Chicken, wing, with skin, raw",100,217.0,15.97,18.33,65.7,0.0,0.0,6.28,3.26,4.36,False,44.0,0.1,0.3,4.0,9.176,0.088,0.048,0.32,0.35,0.7,12.0,0.95,156.0,18.0,73.0,132.0,6.9,15.5,1.33
"Pollo, entero, con piel, asado","Chicken, whole, with skin, roasted",100,177.0,5.0,32.6,62.3,0.0,0.0,1.86,0.8,1.42,False,7.0,0.2,0.2,8.0,7.7,0.17,0.07,0.3,0.44,0.0,12.0,1.3,300.0,24.0,80.0,200.0,6.0,24.0,0.9
"Pollo, entero, con piel, crudo","chicken, whole, with skin, raw",100,167.0,9.25,20.85,70.3,0.0,0.0,2.63,4.37,2.66,True,24.0,,,4.0,9.9,0.1,0.063,0.34,0.53,,0.0,0.74,220.0,25.0,63.0,248.0,1.1,16.6,0.8
"Pollo, fiambre",Chicken luncheon meat,100,140.0,5.6,19.85,71.5,0.0,2.3,2.336,0.973,1.452,False,0.0,,,,,,,,,0.0,17.0,1.58,302.0,24.0,1196.0,248.0,6.3,,1.13
"Pollo, fiambre, bajo en grasa","Chicken luncheon meat, low fat",100,87.0,0.6,18.3,75.8,0.0,1.7,0.16,0.06,0.17,False,0.0,,,,,,,,,0.0,12.0,1.33,316.0,36.0,1242.0,256.0,6.3,,0.6
"Pollo, frito","Chicken, fried",100,202.0,14.61,17.08,67.55,0.02,0.74,8.49,1.64,2.67,False,43.3,0.0,0.72,13.08,7.26,0.51,0.1,8.13,0.35,3.88,10.97,2.25,31.89,18.6,10.42,36.58,5.53,0.0,1.09
"Pollo, muslo, con piel, asado","Chicken, leg, with skin, roasted",100,227.0,13.5,26.3,59.4,0.0,0.0,5.2,3.0,3.7,False,39.0,0.4,0.27,7.0,6.2,0.21,0.07,0.3,0.33,0.0,11.0,1.3,190.0,19.0,89.0,140.0,6.9,7.3,1.1
"Pollo, muslo, con piel, crudo","Chicken, leg, with skin, raw",100,110.0,3.4,19.5,77.1,0.0,,1.4,0.49,1.4,False,,,0.1,11.4,7.8,0.2,0.1,,0.42,1.7,12.4,1.5,204.0,21.0,82.0,151.0,6.9,13.5,0.8
"Pollo, parte sin especificar","Chiken, part not specified",100,166.0,9.6,19.9,70.5,0.0,0.0,3.146,2.3695,2.609,True,39.0,0.1,0.66,12.0,11.7,0.16,0.083,0.4,0.5,2.5,13.0,0.73,262.0,19.0,83.0,165.0,6.9,10.0,0.996
"Pollo, pechuga, con piel, crudo","Chicken, breast, with skin, raw",100,105.0,1.2,23.1,75.7,0.0,0.0,0.3,0.28,0.33,False,0.34,,0.27,4.8,8.7,0.12,0.1,0.35,0.35,,22.8,1.5,255.0,22.4,65.0,196.0,1.8,,1.4
"Pollo, pechuga, plancha","Chiken, breast, grilled",100,146.0,6.2,22.2,71.6,0.0,0.0,1.916,1.515,1.907,False,,,0.25,5.4,9.64,0.081,0.049,,0.4256,3.68,13.3,0.99,211.2,15.75,52.8,169.6,6.9,6.5,0.8
Pomelo,Grapefruit,100,26.0,0.1,0.7,86.1,1.3,5.4,,,,False,218.0,0.0,0.25,14.0,0.25,0.02,0.04,0.0,,37.0,19.0,0.2,141.0,9.0,1.0,9.0,1.3,1.0,0.1
Preparado lácteo con omega 3,Dairy product with omega 3,100,53.0,1.95,3.5,88.0,,5.2,1.4,0.27,0.23,True,120.0,0.75,1.5,30.0,,,,0.4,0.3,,132.0,,,,,,,,
Pudding de pasas,Raisin pudding,100,297.0,9.7,4.6,35.5,3.0,47.2,4.0,0.7,4.5,False,24.5,0.2,0.64,8.0,1.7,0.08,0.08,0.0,0.08,,79.0,1.5,350.0,27.0,200.0,76.0,2.8,7.0,0.5
"Puerro, crudo y congelado","Leek, raw, frozen",100,24.0,0.3,1.6,90.5,2.8,3.7,,0.2,,False,83.0,0.0,0.73,96.0,0.4,0.04,0.07,0.0,0.3,18.0,31.0,0.9,256.0,11.0,12.0,35.0,8.6,0.76,0.2
,,100,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
"Pulmón, de cerdo, crudo","Pork lung, raw",100,82.0,2.72,14.08,83.2,0.0,0.0,0.61,0.35,0.96,False,0.0,3.0,,3.0,5.4117,0.43,0.085,2.75,0.1,12.3,7.0,18.9,303.0,14.0,153.0,196.0,,17.8,2.03
"Pulmón, de cordero, crudo","Lamb lung, raw",100,91.0,2.6,16.7,80.7,0.0,0.0,0.67,0.35,0.89,False,27.0,12.0,,12.0,6.974,0.237,0.048,3.93,0.11,31.0,10.0,6.4,238.0,14.0,157.0,219.0,,17.7,1.8
"Pulmón, de ternera, crudo","Veal lung, raw",100,88.0,2.5,16.2,81.3,0.0,0.0,0.64,0.34,0.86,False,14.0,11.0,,11.0,6.47,0.23,0.047,3.81,0.04,38.5,10.0,7.95,340.0,14.0,198.0,224.0,,44.3,1.61
Pulpo,Octopus,100,91.0,1.4,17.9,79.3,0.0,1.4,0.2,0.5,0.3,True,70.0,,2.1,13.0,6.8,0.04,0.07,3.0,0.36,0.0,144.0,1.2,230.0,28.0,363.0,170.0,64.0,44.8,1.7
"Pulpo, hervido","Octopus, boiled",100,69.0,0.95,13.39,86.9,0.0,1.43,,,,False,56.0,0.0,0.0,0.0,2.89,0.03,0.06,0.0,0.0,0.0,30.4,1.53,215.25,30.53,25.3,204.43,0.0,0.0,0.0
"Puré de patata y queso, en copos","Mashed potato and cheese, flakes",100,462.0,1.1,10.9,6.3,6.6,70.5,0.152,0.285,0.461,False,0.0,0.0,0.0,0.0,4.6,0.08,0.17,0.0,0.0,27.0,31.0,1.5,1352.0,14.0,1940.0,147.0,0.0,0.0,0.0
"Puré de patata, con verduras, en copos","Mashed potato with vegetables, flakes",100,361.0,4.5,4.0,14.5,2.2,74.8,,0.1,,False,0.3,0.0,0.1,0.0,4.4,0.09,0.16,0.02,0.03,25.4,59.0,1.9,1413.0,23.0,1931.0,160.0,1.0,0.0,0.1
"Puré de patata, en copos","mashed potato, flakes",100,361.0,0.8,8.2,6.42,6.05,78.65,0.02,0.472,0.15,False,0.0,0.0,0.1,24.0,7.583,0.14,0.04,0.0,0.18,12.0,89.0,2.4,1290.0,69.0,138.0,310.0,2.6,26.3,1.1
"Puré de patatas y champiñones, en copos","Mashed potatoes and mushrooms, flakes",100,389.0,4.5,10.3,8.3,1.7,75.2,,0.1,,False,3.1,0.0,0.0,0.0,4.7,0.17,0.18,0.02,0.02,27.0,45.5,2.6,1885.9,94.1,1049.7,161.6,1.8,5.9,1.2
"Puré, de patata, con leche","Mashed potato with milk, flakes",100,95.0,3.375,2.2,78.0,1.7,13.7,0.67,0.13,1.9,False,27.6667,,0.12,15.0,0.7,0.04,0.09,,0.23,6.0,31.0,0.4,280.0,16.0,150.0,48.0,2.6,26.3,0.1648
Queso afuega'l pitu,"Cheese, ""afuega'l pitu"" type",100,469.0,40.56,26.78,27.8,0.0,,,,,False,239.08,0.25,0.6,16.0,3.05,0.3,0.04,1.55,0.09,0.0,131.17,0.15,141.02,12.28,588.25,300.19,,,0.49
Queso ahumado de aliva,"Cheese, ""ahumado de aliva"" type",100,408.0,34.13,25.67,35.04,0.0,,,,,False,239.08,0.25,0.6,16.0,3.05,0.3,0.04,1.55,0.09,0.0,782.02,0.33,121.9,32.93,300.24,510.19,,,3.05
Queso azul,Blue cheese,100,351.0,29.8,21.13,43.65,0.0,,8.24,0.768,17.55,False,290.0,0.23,0.77,40.0,3.517,0.5,0.043,0.59,0.18,,526.0,0.18,128.0,39.0,787.0,362.0,9.0,2.0,4.1
Queso brie,Brie cheese,100,343.0,30.7,17.2,50.5,,,8.59,0.89,19.35,False,320.0,0.2,0.5,,5.8,0.5,0.06,1.7,0.2,0.0,256.0,0.6,119.0,27.0,593.0,303.0,4.0,14.5,2.0
"Queso cabra, curado","Goat cheese, cured",100,464.0,39.6,27.6,29.08,0.0,,10.602,2.4,25.4,False,437.0,0.2,0.9,53.0,7.233,1.2,0.14,1.5,0.1,0.0,190.0,1.1,114.0,26.0,790.0,796.0,2.0,5.5,2.9
Queso cabrales,Cabrales cheese,100,377.0,32.6,21.5,41.8,,,10.1,1.2,19.38,False,388.0,0.25,0.6,20.0,6.3,0.3,0.03,1.5,0.1,0.0,358.0,0.5,95.0,16.0,1067.0,379.0,2.0,14.5,2.3
Queso Camembert 20-30% MG/ES,"Camembert cheese, 20-30% fidm",100,201.0,11.2381,24.7,59.7,0.0,,3.3,0.32,7.0,False,266.667,0.17,0.3,66.0,1.2,0.67,0.05,1.1,0.28,,315.0,0.2,136.0,24.0,891.0,286.0,13.8,8.5,1.4
Queso camembert 60% mg/es,"Camembert cheese, 60% fidm",100,350.0,33.0688,13.8,52.5,0.0,,9.6,0.95,20.7,False,312.5,0.4,0.6,96.0,0.93,0.43,0.05,2.6,0.2,,295.0,0.37,76.0,67.0,526.0,190.5,13.8,7.0,1.714
Queso cantabria,"Cheese, ""cantabria"" type",100,356.0,30.19,21.53,42.84,0.0,,,,,False,239.08,0.25,0.6,16.0,3.05,0.3,0.04,1.55,0.09,0.0,780.36,0.34,97.8,28.92,555.13,492.97,,,3.06
Queso casín,"Cheese, ""casin"" type",100,368.0,30.81,23.06,40.35,0.0,,,,,False,239.08,0.25,0.6,16.0,3.05,0.3,0.04,1.55,0.09,0.0,691.55,0.99,175.91,29.08,758.96,499.59,,,3.39
Queso Castellano,"Cheese, ""castellano"" type",100,459.0,39.75,26.04,27.68,0.0,,9.59,1.08,26.45,False,436.667,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,,838.47,0.6,105.53,45.57,793.28,585.63,,,2.7
Queso cebreiro,"Cheese, ""cebreiro"" type",100,258.0,22.25,14.86,59.36,0.0,,,,,True,239.08,0.25,0.6,15.0,4.7,0.2,0.03,0.8,0.08,1.0,97.13,0.11,113.47,10.23,422.28,202.63,2.0,1.6,0.47
Queso Cheddar,Cheddar cheese,100,405.0,33.5979,26.0,36.0,0.0,0.1,9.5,0.95,21.3,False,344.167,0.26,0.8,20.0,6.1,0.5,0.04,1.5,0.08,0.0,740.0,0.4,100.0,28.0,700.0,470.0,39.0,12.0,2.3
"Queso curado, genérico",Cured cheese,100,450.0,34.0,35.77,27.0,0.0,0.51,9.9,1.0,21.3,False,234.0,0.9,0.61,21.8,8.2,0.33,0.04,1.5,0.2,0.0,848.0,0.75,82.0,33.5,620.0,470.0,4.1,12.0,3.2
Queso de aracena,"Cheese, ""aracena"" type",100,390.0,33.88,21.86,40.32,0.0,,,,,False,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,598.55,0.39,103.4,31.01,645.44,427.06,,,2.4
Queso de arzúa,"Cheese, ""arzúa"" type",100,397.0,34.5,22.21,39.43,0.0,2.0,8.46,1.01,17.98,True,340.0,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,,763.85,0.27,92.46,27.44,420.22,477.66,2.0,1.6,3.35
Queso de bola,Cheese,100,336.0,28.3,20.7,42.3,,,7.92,0.91,17.3,False,238.0,0.18,0.8,20.0,6.3,0.4,0.04,1.5,0.1,0.0,746.0,0.6,64.0,73.0,778.0,462.0,1.7,14.5,2.6
Queso de cádiz,"Cheese, ""cádiz"" type",100,308.0,26.88,16.93,52.8,0.0,,,,,False,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,623.46,0.24,98.42,29.28,364.46,396.5,,,2.5
"Queso de Castilla-La Mancha, oveja y cabra","Lamb and goat cheese, ""castilla-la mancha"" type",100,406.0,35.7672,21.77,39.68,0.0,,8.59,1.09,24.12,False,388.333,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,,682.33,0.37,63.0,129.67,496.67,462.33,34.0,1.6,2.07
"Queso de Castilla-La Mancha, oveja, vaca y cabra","Lamb, cow and goat cheese, ""castilla-la mancha"" type",100,413.0,35.7143,23.5,37.4,0.0,,9.43,1.0,23.32,False,388.333,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,,689.0,0.513,79.0,22.0,459.0,752.0,34.0,1.6,2.817
"Queso de castilla-león, oveja y vaca","Sheep and cow cheese, ""castilla-león"" type",100,410.0,35.7884,22.6,37.3,0.0,,9.67,0.86,23.29,False,388.333,0.25,0.6,20.0,0.1,0.3,0.03,1.5,0.1,,734.0,0.483,86.0,21.0,689.0,528.0,34.0,1.6,2.85
"Queso de murcia, al vino","Cheese, ""murcia with wine"" type",100,440.0,38.88,23.17,32.63,0.0,,,,,False,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,813.94,0.35,106.37,38.55,537.39,527.7,,,2.65
Queso de tenerife,"Cheese, ""tenerife"" type",100,342.0,29.69,19.3,47.26,0.0,,,,,False,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,653.34,0.24,100.15,43.44,324.59,454.36,,,2.26
Queso de tiétar,"Cheese, ""tiétar"" type",100,398.0,35.0,21.48,38.01,0.0,,,,,False,437.0,0.5,0.31,53.0,3.6,1.19,0.14,0.2,0.08,0.0,842.62,0.33,121.51,42.72,524.84,521.46,,,2.73
